,ECO Code,ECO Name,Number of Master Games,Number of f6 moves,SF Eval,No f6 Eval,No f6 Delta,Colour
1. c4 e6 2. Nf3 d5,A13,English Opening: Agincourt Defense,12464,0,22,19,-3,C0
1. e4 c5 2. Nf3 d6 3. Bb5+ Bd7,B52,"Sicilian Defense: Moscow Variation, Main Line",12211,0,17,21,4,C1
1. d4 Nf6 2. c4 c5 3. d5 b5 4. cxb5 a6,A57,Benko Gambit Accepted,12200,0,65,70,5,C0
1. d4 d5 2. c4 e6 3. Nc3 c6,D31,Semi-Slav Defense: Accelerated Move Order,12106,0,42,60,18,C3
1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 Nf6,C54,Italian Game: Classical Variation,11970,0,12,26,14,C2
1. e4 c6 2. d4 d5 3. e5 Bf5 4. Nf3,B12,"Caro-Kann Defense: Advance Variation, Short Variation",11869,0,34,46,12,C1
1. c4 e6 2. Nf3,A13,English Opening: Agincourt Defense,11837,0,22,19,-3,C0
1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. g3 Ba6 5. b3,E15,"Queen's Indian Defense: Fianchetto Variation, Nimzowitsch Variation, Quiet Line",11791,0,26,29,3,C4
1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. e5 Nfd7 5. f4 c5 6. Nf3 Nc6 7. Be3,C11,"French Defense: Steinitz Variation, Boleslavsky Variation",11782,8,33,43,10,C2
1. d4 d5 2. c4 dxc4 3. Nf3,D21,Queen's Gambit Accepted: Normal Variation,11780,0,21,27,6,C3
1. e4 c5 2. c3 d5 3. exd5 Qxd5,B22,"Sicilian Defense: Alapin Variation, Barmen Defense",11726,0,15,25,10,C1
1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 g6 6. Be3 Bg7 7. f3 O-O 8. Qd2 Nc6,B76,"Sicilian Defense: Dragon Variation, Yugoslav Attack",11435,0,62,54,-8,C1
1. d4 f5 2. g3,A81,Dutch Defense: Fianchetto Attack,11417,0,44,44,0,C0
1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 Qc7 6. Be3,B48,"Sicilian Defense: Taimanov Variation, Bastrikov Variation, English Attack",11344,1,31,43,12,C1
1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. Nc3,B13,Caro-Kann Defense: Panov Attack,11337,0,7,21,14,C1
1. d4 Nf6 2. c4 e6 3. g3 Bb4+ 4. Bd2 Be7 5. Bg2 d5 6. Nf3,E11,Bogo-Indian Defense: Retreat Variation,11321,0,0,14,14,C4
1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. g3 Bb7,E15,"Queen's Indian Defense: Fianchetto Variation, Traditional Line",11293,0,34,35,1,C4
1. d4 d5 2. c4 dxc4 3. Nf3 Nf6 4. e3,D25,Queen's Gambit Accepted: Normal Variation,11292,0,23,23,0,C3
1. e4 e5 2. Nf3 Nf6 3. Nxe5 d6 4. Nf3 Nxe4 5. d4,C42,Petrov's Defense: Classical Attack,11151,0,32,37,5,C2
1. d4 d5 2. c4 c6 3. Nc3 Nf6 4. e3 e6 5. Nf3 Nbd7 6. Bd3,D46,Semi-Slav Defense: Main Line,11127,0,8,8,0,C3
1. d4 Nf6 2. c4 g6 3. Nf3 Bg7 4. g3 O-O 5. Bg2 d6 6. O-O Nbd7 7. Nc3 e5,E67,"King's Indian Defense: Fianchetto Variation, Classical Fianchetto",11078,0,47,52,5,C4
1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4,B13,Caro-Kann Defense: Panov Attack,11051,0,0,20,20,C1
1. d4 Nf6 2. Nf3 c5,A46,Indian Defense: Spielmann-Indian,10988,0,55,53,-2,C0
1. e4 c6 2. d4 d5 3. Nd2,B12,Caro-Kann Defense: Modern Variation,10985,0,28,32,4,C1
1. d4 Nf6 2. Nf3 g6 3. g3,A49,Indian Defense: Przepiorka Variation,10976,0,12,15,3,C0
1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 Bxc3+ 6. bxc3 Ne7,C19,"French Defense: Winawer Variation, Advance Variation",10907,0,65,67,2,C2
1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. a3,E12,Queen's Indian Defense: Petrosian Variation,10868,0,16,18,2,C4
1. d4 Nf6 2. c4 e6 3. Nf3 d5 4. Nc3 Be7 5. Bf4,D37,Queen's Gambit Declined: Harrwitz Attack,10833,0,27,28,1,C3
1. e4 e5 2. Nf3 d6 3. d4 Nf6 4. Nc3 Nbd7,C41,Philidor Defense: Lion Variation,10800,0,62,62,0,C2
1. b3,A01,Nimzo-Larsen Attack,10718,0,-31,-24,7,C0
1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6,B40,Sicilian Defense: Four Knights Variation,10586,0,43,46,3,C1
1. e4 e6 2. d4 d5 3. e5 c5 4. c3 Nc6 5. Nf3,C02,"French Defense: Advance Variation, Paulsen Attack",10319,53,28,32,4,C2
1. e4 c5 2. Nf3 g6,B27,Sicilian Defense: Hyperaccelerated Dragon,10165,0,39,47,8,C1
1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 a6,D15,Slav Defense: Chebanenko Variation,10155,0,27,36,9,C3
1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. e3 Bf5,D12,"Slav Defense: Quiet Variation, Schallopp Defense",10138,0,19,21,2,C3
1. d4 Nf6 2. c4 d6,A53,Old Indian Defense,10122,0,58,61,3,C0
1. e4 e6 2. d4 d5 3. e5 c5 4. c3 Nc6,C02,French Defense: Advance Variation,10061,0,21,22,1,C2
1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. h3,B90,"Sicilian Defense: Najdorf Variation, Adams Attack",10052,0,29,39,10,C1
1. d4 Nf6 2. c4 e6 3. Nf3 c5 4. d5 exd5 5. cxd5 d6 6. Nc3 g6,A61,Benoni Defense,10022,0,62,63,1,C0
1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Bf5 5. Ng3 Bg6 6. h4,B18,"Caro-Kann Defense: Classical Variation, Main Line",9948,0,38,33,-5,C1
1. d4 Nf6 2. c4 g6 3. g3 Bg7 4. Bg2,E60,"Indian Defense: King's Indian Variation, Fianchetto Variation",9919,0,37,34,-3,C4
1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. cxd5 Nxd5 5. e4 Nxc3 6. bxc3 Bg7 7. Nf3,D85,"GrÃ¼nfeld Defense: Exchange Variation, Modern Exchange Variation",9912,0,21,51,30,C3
1. d4 Nf6 2. c4 e6 3. g3 d5 4. Bg2,E01,Catalan Opening: Closed,9891,0,15,15,0,C4
1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Bxc6,C68,Ruy Lopez: Exchange Variation,9867,0,-7,20,27,C2
1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. d3 Bc5,C50,"Italian Game: Giuoco Pianissimo, Normal",9793,0,19,19,0,C2
1. d4 d5 2. c4 dxc4 3. Nf3 Nf6 4. e3 e6 5. Bxc4 c5 6. O-O a6,D27,"Queen's Gambit Accepted: Classical Defense, Main Line",9787,0,29,33,4,C3
1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 d6 8. c3 O-O 9. h3 Na5,C97,"Ruy Lopez: Closed, Chigorin Defense",9711,0,43,50,7,C2
1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 d6 8. c3 O-O 9. h3 Na5 10. Bc2,C96,"Ruy Lopez: Closed, Chigorin Defense",9711,0,39,44,5,C2
1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. Nf3,B04,Alekhine Defense: Modern Variation,9664,0,51,61,10,C1
1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 g6 5. c4,B36,"Sicilian Defense: Accelerated Dragon, MarÃ³czy Bind",9613,0,45,47,2,C1
1. d4 d5 2. c4 c6 3. Nc3 Nf6 4. e3 e6 5. Nf3 Nbd7 6. Bd3 dxc4 7. Bxc4,D47,Semi-Slav Defense: Semi-Meran Variation,9596,0,4,7,3,C3
1. d4 d5 2. c4 c6 3. Nc3 Nf6 4. e3 e6 5. Nf3 Nbd7 6. Bd3 dxc4 7. Bxc4 b5,D47,Semi-Slav Defense: Meran Variation,9512,0,6,10,4,C3
1. e4 c5 2. c3 Nf6 3. e5 Nd5 4. d4 cxd4,B22,"Sicilian Defense: Alapin Variation, Smith-Morra Declined",9486,0,6,18,12,C1
1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Bd3 d5,E48,"Nimzo-Indian Defense: Normal Variation, Bishop Attack, Classical Defense",9421,0,4,19,15,C4
1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. cxd5 Nxd5 5. e4 Nxc3 6. bxc3 Bg7 7. Nf3 c5,D85,"GrÃ¼nfeld Defense: Exchange Variation, Modern Exchange Variation",9419,0,17,51,34,C3
1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 d6 8. c3 O-O 9. h3 Na5 10. Bc2 c5,C96,"Ruy Lopez: Closed, Chigorin Defense",9418,0,41,49,8,C2
1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. a3 Bb7 5. Nc3,E12,Queen's Indian Defense: Kasparov-Petrosian Variation,9383,0,6,14,8,C4
1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Nxe4 5. d4 Nd6,C67,"Ruy Lopez: Berlin Defense, l'Hermet Variation",9346,0,6,24,18,C2
1. c4 Nf6 2. Nc3 g6 3. Nf3 Bg7 4. e4,A15,"English Opening: Anglo-Indian Defense, Anti-Anti-GrÃ¼nfeld",9276,0,49,56,7,C0
1. d4 g6 2. c4 Bg7 3. Nc3 d6 4. e4,A42,Modern Defense: Averbakh System,9078,0,53,58,5,C0
1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 e6 5. Bg5 h6 6. Bh4,D43,Semi-Slav Defense: Anti-Moscow Gambit,9003,0,24,21,-3,C3
1. d4 Nf6 2. c4 c5 3. d5 e6,A60,Benoni Defense: Modern Variation,8984,0,76,80,4,C0
1. d4 Nf6 2. c4 e6 3. g3 Bb4+ 4. Bd2 Be7 5. Bg2 d5 6. Nf3 O-O,E11,Bogo-Indian Defense: Retreat Variation,8973,0,9,14,5,C4
1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 g6 5. Nc3,B34,"Sicilian Defense: Accelerated Dragon, Modern Variation",8948,0,30,32,2,C1
1. d4 d5 2. c4 c6 3. Nc3 Nf6 4. e3 e6 5. Nf3 Nbd7 6. Bd3 Bd6 7. Qc2,D46,Semi-Slav Defense: Chigorin Defense,8890,0,8,25,17,C3
1. c4 e6 2. Nf3 d5 3. g3 Nf6 4. Bg2 Be7 5. O-O,A14,"English Opening: Agincourt Defense, Neo-Catalan Declined",8833,0,11,20,9,C0
1. c4 e6 2. Nf3 d5 3. g3 Nf6 4. Bg2 Be7,A13,English Opening: Neo-Catalan Declined,8828,0,12,17,5,C0
1. e4 e5 2. Bc4,C23,Bishop's Opening,8824,0,-12,-14,-2,C2
1. c4 c5 2. g3 g6 3. Bg2 Bg7 4. Nc3 Nc6,A36,"English Opening: Symmetrical Variation, Ultra-Symmetrical Variation",8789,0,9,12,3,C0
1. d4 d5 2. c4 dxc4 3. Nf3 Nf6 4. e3 e6 5. Bxc4 c5,D26,Queen's Gambit Accepted: Classical Defense,8745,0,21,31,10,C3
1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. g3 Bb7 5. Bg2 Be7,E17,Queen's Indian Defense: Traditional Variation,8729,0,21,28,7,C4
1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 e5,B32,Sicilian Defense: LÃ¶wenthal Variation,8689,0,38,43,5,C1
1. d4 c5,A43,Benoni Defense: Old Benoni,8671,0,59,68,9,C0
1. e4 e6 2. d3,C00,French Defense: King's Indian Attack,8637,0,-17,-7,10,C2
1. d4 Nf6 2. c4 e6 3. Nf3 Bb4+ 4. Nbd2,E11,Bogo-Indian Defense: GrÃ¼nfeld Variation,8586,0,25,33,8,C4
1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. Nf3 Bg7,B08,Pirc Defense: Classical Variation,8577,0,55,64,9,C1
1. e4 e6 2. d4 d5 3. Nd2 Nf6 4. e5 Nfd7 5. Bd3 c5 6. c3 Nc6,C05,"French Defense: Tarrasch Variation, Closed Variation",8559,0,32,116,84,C2
1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. g3 Bb7 5. Bg2 Be7 6. O-O,E17,Queen's Indian Defense: Classical Variation,8555,0,26,38,12,C4
1. e4 c5 2. Nf3 e6 3. c3,B40,"Sicilian Defense: Delayed Alapin Variation, with e6",8463,0,17,23,6,C1
1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. g3 Ba6 5. b3 Bb4+,E15,"Queen's Indian Defense: Fianchetto Variation, Check Variation",8433,0,20,25,5,C4
1. d4 d5 2. c4 dxc4 3. Nf3 Nf6 4. e3 e6,D26,"Queen's Gambit Accepted: Normal Variation, Traditional System",8419,0,20,33,13,C3
1. d4 d5 2. c4 e6 3. Nc3 Be7,D31,Queen's Gambit Declined: Charousek Variation,8406,0,27,29,2,C3
1. e4 c6 2. Nc3 d5 3. Nf3,B10,Caro-Kann Defense: Two Knights Attack,8329,0,26,27,1,C1
1. d4 Nf6 2. Nf3 d6,A46,Indian Defense: Wade-Tartakower Defense,8248,0,54,61,7,C0
1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Bf5 5. Ng3 Bg6 6. h4 h6 7. Nf3 Nd7,B19,Caro-Kann Defense: Classical Variation,8215,0,35,38,3,C1
1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. g3 Ba6 5. b3 Bb4+ 6. Bd2 Be7,E15,"Queen's Indian Defense: Fianchetto Variation, Check Variation, Intermezzo Line",8193,0,14,26,12,C4
1. d4 Nf6 2. c4 e6 3. g3 Bb4+ 4. Bd2 Be7 5. Bg2 d5 6. Nf3 O-O 7. O-O,E11,Bogo-Indian Defense: Retreat Variation,8185,0,19,13,-6,C4
1. d4 Nf6 2. c4 e6 3. Nf3 d5 4. Nc3 Be7 5. Bg5 h6 6. Bh4 O-O 7. e3,D55,"Queen's Gambit Declined: Neo-Orthodox Variation, Main Line",8161,0,0,10,10,C3
1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Nf6,C45,Scotch Game: Schmidt Variation,8147,0,0,24,24,C2
1. d4 d5 2. c4 c6 3. cxd5,D10,Slav Defense: Exchange Variation,8135,0,20,24,4,C3
1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Nxe4 5. d4 Nd6 6. Bxc6 dxc6 7. dxe5 Nf5 8. Qxd8+ Kxd8,C67,"Ruy Lopez: Berlin Defense, l'Hermet Variation, Berlin Wall Defense",8117,0,10,21,11,C2
1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Bxc6 dxc6 5. O-O,C69,"Ruy Lopez: Exchange Variation, Normal Variation",8105,2994,-3,3,6,C2
1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Bc4,B57,"Sicilian Defense: Classical Variation, Sozin Attack",8103,0,31,29,-2,C1
1. e4 c6 2. c4,B10,Caro-Kann Defense: Accelerated Panov Attack,7981,0,17,23,6,C1
1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 d6 6. Bg5 e6 7. Qd2 a6 8. O-O-O Bd7,B67,"Sicilian Defense: Richter-Rauzer Variation, Neo-Modern Variation",7939,0,42,42,0,C1
1. d4 d5 2. c4 dxc4 3. Nf3 Nf6 4. e3 e6 5. Bxc4 c5 6. O-O,D26,"Queen's Gambit Accepted: Classical Defense, Normal Line",7929,0,25,26,1,C3
1. c4 e5 2. Nc3 Nf6 3. Nf3 Nc6 4. g3,A29,"English Opening: King's English Variation, Four Knights Variation, Fianchetto Line",7806,0,5,0,-5,C0
1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Bf5 5. Ng3 Bg6 6. h4 h6 7. Nf3 Nd7 8. h5,B19,"Caro-Kann Defense: Classical Variation, Spassky Variation",7766,0,38,36,-2,C1
1. d4 d5 2. Nf3 Nf6 3. Bf4,D02,Queen's Pawn Game: London System,7760,0,3,8,5,C3
1. e4 e6 2. d4 d5 3. exd5,C01,French Defense: Exchange Variation,7689,0,11,18,7,C2
1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Nf3,E21,Nimzo-Indian Defense: Three Knights Variation,7675,0,6,5,-1,C4
1. e4 c5 2. Nc3 Nc6 3. g3,B24,"Sicilian Defense: Closed, Fianchetto Variation",7667,0,-23,-8,15,C1
1. d4 Nf6 2. c4 e6 3. Nf3 d5 4. Nc3 Be7 5. Bg5 O-O 6. e3,D55,"Queen's Gambit Declined: Modern Variation, Normal Line",7637,0,10,12,2,C3
1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 d6 8. c3 O-O 9. h3 Nb8,C94,"Ruy Lopez: Closed, Breyer Defense",7634,0,43,34,-9,C2
1. e4 e5 2. Nc3,C25,Vienna Game,7566,0,0,27,27,C2
1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. Nf3 O-O 6. Be2 e5 7. O-O Nc6 8. d5 Ne7 9. b4,E97,"King's Indian Defense: Orthodox Variation, Bayonet Attack",7561,0,58,62,4,C4
1. e4 d5 2. exd5 Qxd5 3. Nc3 Qa5,B01,Scandinavian Defense: Main Line,7551,0,71,76,5,C1
1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 e5 6. Ndb5 d6 7. Bg5 a6 8. Na3 b5 9. Bxf6 gxf6 10. Nd5 f5,B33,"Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation",7550,0,0,0,0,C1
1. c4 Nf6 2. Nf3 c5 3. Nc3 Nc6,A35,"English Opening: Symmetrical Variation, Four Knights Variation",7544,0,23,23,0,C0
1. d4 f5 2. g3 Nf6 3. Bg2 g6,A81,Dutch Defense: Semi-Leningrad Variation,7541,0,49,48,-1,C0
1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 g6 6. Be3 Bg7 7. f3 O-O,B76,"Sicilian Defense: Dragon Variation, Yugoslav Attack",7536,0,57,54,-3,C1
1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. a3 Bb7 5. Nc3 d5,E12,"Queen's Indian Defense: Kasparov-Petrosian Variation, Main Line",7503,0,6,14,8,C4
1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. f3,E20,Nimzo-Indian Defense: Kmoch Variation,7496,0,0,0,0,C4
1. d4 Nf6 2. Nf3 g6 3. Bg5,A48,Torre Attack: Fianchetto Defense,7463,0,-2,-2,0,C0
1. d4 Nf6 2. c4 g6 3. Nf3 Bg7 4. g3 O-O 5. Bg2 d6 6. O-O Nbd7 7. Nc3 e5 8. e4,E68,"King's Indian Defense: Fianchetto Variation, Classical Variation",7432,0,56,61,5,C4
1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5,D50,Queen's Gambit Declined: Modern Variation,7414,0,9,11,2,C3
1. e4 c6 2. Nc3,B10,Caro-Kann Defense,7390,0,33,32,-1,C1
1. e4 c6 2. Nc3 d5,B10,Caro-Kann Defense,7368,0,32,36,4,C1
1. d4 Nf6 2. c4 g6 3. Nf3 Bg7 4. g3 O-O 5. Bg2 d6 6. O-O Nc6 7. Nc3 a6,E63,"King's Indian Defense: Fianchetto Variation, Panno Variation",7342,0,42,59,17,C4
1. e4 e5 2. Bc4 Nf6,C24,Bishop's Opening: Berlin Defense,7314,0,-18,-7,11,C2
1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. Bc4,B90,"Sicilian Defense: Najdorf Variation, Lipnitsky Attack",7309,0,7,11,4,C1
1. d4 Nf6 2. Nf3 e6 3. e3,A46,Yusupov-Rubinstein System,7297,0,-2,12,14,C0
1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Bd3 d5 6. Nf3 c5,E53,"Nimzo-Indian Defense: Normal Variation, Gligoric System",7293,0,8,12,4,C4
1. e4 c5 2. Nf3 d6 3. c3,B50,"Sicilian Defense: Delayed Alapin Variation, with d6",7275,0,-6,-3,3,C1
1. e4 c5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7,B24,Sicilian Defense: Closed,7251,0,-19,2,21,C1
1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. Bg5 e6 7. f4 Qb6,B97,"Sicilian Defense: Najdorf Variation, Poisoned Pawn Variation",7221,0,32,34,2,C1
1. e4 c5 2. Nc3 Nc6 3. g3 g6,B24,Sicilian Defense: Closed,7200,0,-18,-1,17,C1
1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 d6 8. c3 O-O 9. h3 Nb8 10. d4,C95,"Ruy Lopez: Closed, Breyer",7198,0,42,39,-3,C2
1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 d6 8. c3 O-O 9. h3 Nb8 10. d4 Nbd7,C95,"Ruy Lopez: Closed, Breyer Defense, Zaitsev Hybrid",7192,0,35,32,-3,C2
1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 e5 5. Nb5 d6,B32,Sicilian Defense: Kalashnikov Variation,7119,0,38,51,13,C1
1. d4 Nf6 2. Nc3 d5,A45,Queen's Pawn Game: Chigorin Variation,7117,0,0,1,1,C0
1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4,C80,Ruy Lopez: Open,7085,0,26,33,7,C2
1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Bc5,C45,Scotch Game: Classical Variation,7077,0,16,20,4,C2
1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 g6 5. Nc3 Bg7 6. Be3 Nf6 7. Bc4,B35,"Sicilian Defense: Accelerated Dragon, Modern Bc4 Variation",7068,0,31,36,5,C1
1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 g6 5. c4 Bg7,B37,"Sicilian Defense: Accelerated Dragon, MarÃ³czy Bind",7033,0,48,46,-2,C1
1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4,C80,Ruy Lopez: Open,7009,0,33,34,1,C2
1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5,C48,Four Knights Game: Spanish Variation,7007,0,1,-4,-5,C2
1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. Nf3 O-O 6. Be2 e5 7. O-O Nc6 8. d5 Ne7 9. Ne1,E98,"King's Indian Defense: Orthodox Variation, Classical System",7005,0,58,57,-1,C4
1. c4 e5 2. Nc3 Nc6,A25,"English Opening: King's English Variation, Reversed Closed Sicilian",6949,0,22,29,7,C0
1. d4 Nf6 2. c4 e6 3. Nc3 d5 4. cxd5 exd5 5. Bg5 c6,D35,"Queen's Gambit Declined: Exchange Variation, Positional Variation",6924,0,20,17,-3,C3
1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 Bxc3+ 6. bxc3 Ne7 7. Qg4,C19,"French Defense: Winawer Variation, Advance Variation",6906,0,71,66,-5,C2
1. c4 c5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. Nf3,A37,"English Opening: Symmetrical Variation, Three Knights, Fianchetto Variation",6884,0,7,7,0,C0
1. e4 c5 2. Nf3 d6 3. d4 Nf6,B50,"Sicilian Defense: Modern Variations, Anti-Qxd4 Move Order",6873,0,27,46,19,C1
1. e4 d5 2. exd5 Nf6,B01,Scandinavian Defense: Modern Variation,6842,0,58,72,14,C1
1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. Nf3 Bg7 5. Be2,B08,"Pirc Defense: Classical Variation, Quiet System",6814,0,42,43,1,C1
1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 Nf6 5. d3 d6,C54,"Italian Game: Classical Variation, Giuoco Pianissimo, with d6",6793,0,16,20,4,C2
1. d4 Nf6 2. Nf3 e6 3. Bg5,A46,Torre Attack: Classical Defense,6773,0,11,15,4,C0
1. c4 e5 2. Nc3 Nf6 3. Nf3 Nc6 4. g3 d5 5. cxd5 Nxd5 6. Bg2 Nb6,A29,"English Opening: King's English Variation, Four Knights Variation, Fianchetto Line, with Nb6",6759,0,13,15,2,C0
1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. cxd5 Nxd5 5. e4 Nxc3 6. bxc3 Bg7 7. Bc4,D86,"GrÃ¼nfeld Defense: Exchange Variation, Classical Variation",6739,0,21,24,3,C3
1. d4 Nf6 2. c4 c5 3. d5 b5 4. cxb5 a6 5. bxa6,A58,Benko Gambit Accepted: Fully Accepted Variation,6734,0,52,46,-6,C0
1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Nd7,B17,Caro-Kann Defense: Karpov Variation,6731,0,33,47,14,C1
1. Nf3 f5,A04,Zukertort Opening: Dutch Variation,6707,0,59,49,-10,C0
1. c4 Nf6 2. Nc3 e6,A17,"English Opening: Anglo-Indian Defense, Hedgehog System",6679,0,22,25,3,C0
1. e4 c5 2. Nf3 g6 3. d4,B27,Sicilian Defense: Hyperaccelerated Fianchetto,6665,0,42,42,0,C1
1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 c5,E41,Nimzo-Indian Defense: HÃ¼bner Variation,6647,0,23,28,5,C4
1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4 b5 7. Bb3,C80,Ruy Lopez: Open,6643,0,37,30,-7,C2
1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 O-O 5. a3 Bxc3+ 6. Qxc3 b6,E32,"Nimzo-Indian Defense: Classical Variation, Keres Defense",6634,0,10,11,1,C4
1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. Nc3,E12,Queen's Indian Defense: Kasparov Variation,6628,0,6,14,8,C4
1. d4 c5 2. d5,A43,Benoni Defense: Old Benoni,6616,0,68,70,2,C0
1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 d6 8. c3 O-O 9. h3 Bb7,C92,"Ruy Lopez: Closed, Flohr System",6587,0,29,36,7,C2
1. c4 e6 2. Nf3 Nf6 3. Nc3 c5 4. g3 b6 5. Bg2 Bb7 6. O-O Be7,A30,"English Opening: Symmetrical Variation, Hedgehog Defense",6562,0,26,37,11,C0
1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Qxd4,B53,Sicilian Defense: Chekhover Variation,6558,0,7,11,4,C1
1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 g6 5. c4 Bg7 6. Be3,B38,"Sicilian Defense: Accelerated Dragon, MarÃ³czy Bind",6556,0,40,51,11,C1
